Time Now: 2025-07-17 08:14:20.201528
Cutoff Time: 2025-07-17 12:00:00
Now < Cutoff Time: True
Fetching news from 2025-07-16T12:00:00 to 2025-07-17T08:14:20.201528
('2025-07-16T12:00:00', 'RELIANCE', 'Reliance walks fine line on Russia-US energy  Breakingviews', 'https://news.google.com/rss/articles/CBMiqwFBVV95cUxPcGd2Tk9FcC0yMzFhRXpfblBtRFJ4NE1sa3RXUk5naVFjQ2Vad0s4cmFfTVAySVVfRHJZeEFYcEFDQXdWUDI1bFhlUTlsR1BPazlRYTJibW5sTzNBSE1TZThKYnBBSXBRTTU2dl9ObWxIaXRvQnU5emVxTFhTZGtzdHhLOWNlWks2NEdDZmpmWXotTGllZzFDN2JMb0FJWjQxQm1SblVycWhGejQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T17:37:24', 'M&M', "Otsuka inks $613M deal for Swedish biotech's IL1RAP antibodies  Fierce Biotech", 'https://news.google.com/rss/articles/CBMinwFBVV95cUxOM0Rmb05BQkF4VVVHY0RyNXZGZnRFVHpyREZpQnVoVjlNZkhHeEpnTTZIcTk2bm8xVWVrdWVSc29Fa2s3VjlDVG5XZndVS3lKTURiZ2xmU1c0SGgwVkNKSEJUamNPdHJQZ3d0ZVgza3QtdVk3YnBBTW1UdGJRR1pPV1ktV1NUQkV4eXZtSXg1VkNtWHVudjRLR1lxV1ZOSEk?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T17:41:56', 'TITAN', "Analyst tabs Dan Moore as Tennessee Titans' most important player  Titans Wire", 'https://news.google.com/rss/articles/CBMi2wFBVV95cUxNYnBYU1pTZ2xVVmhvU3NicndZb1pXbG4wR1lBM1FWOHZpQ2ppdmsxYkZLNE1TLXZrU3IyM3ZCZEc4X19vZlVxN3ExcjByZU1UbFdlTTFnMFdfaWxFVElzNi12ZUNsNHBEN3BZTmNkVUU4bVVraUVKQ25LNW4wWjhocTdITnRTN0hWaU9nMC0ydnJNX01ybjJXUTV5TnluZ2g2UThScjl4V2J5TS1mTm1jYlRpM1JEUlQ5MWdwUjdWVHRwQW9PaWZ2MU9QOEUxQl8xaXRnY1M2bGRWWGM?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T17:42:00', 'SBI', 'SBI to issue up to ₹20,000 crore bonds to domestic investors  The Hindu', 'https://news.google.com/rss/articles/CBMivAFBVV95cUxNdDlIZ2JYUllvQUJzaVZhR2tYTGlWMWFlc095T18wLW9zWl9Cbk5ydkg2R2xtMlBPU0RvVHJMcldNOWJYSmtzZFN0QjRMS2JGeE1xSUM4TTVYbXJSeEhuM1A3RXVncEs4bVpNOXl1dnN6LVFFWHhEV0dUMlBKRE5wSWVpeURDOUIxaGdGcEtjRFZKbDlKMFJQUlVHX21EdmtpZ21xMnRpRzU5UlFNaG8xZ3IzdDBteXE5WktzNdIBwwFBVV95cUxPTFdzd1dSaFlLOFNwSnp1VEtveDBKZU10dFZHcnlRSGd0REZGYXpLTGwzVXg3bFE5ZWMzQ2Zya0ZWNm1CSXpldkI5bTlfZWlOZHlXd2QxZlZVUEtxT2Y4ZjJSTVhER01CVUFUb085QU1mYzNaazFxWFY0TG9JYVY0SFpmRm42WTZCZHh5ZzRuOS0wcjQ1VEJSZml1VWxDeXc0MlFzemJReXVWNklPRmFuVWZEMlBLWmF2bXcxSVhpY1lpT00?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T17:48:45', 'M&M', 'Bradley Beal to Sign 2-Year, $11M Clippers Contract After Agreeing to Suns Buyout  Bleacher Report', 'https://news.google.com/rss/articles/CBMiugFBVV95cUxOeUZ5aWRwY2QxWXhKWTJMb2hYOUFOT09PVVE4MUh0cHp1aE9qWDgwV3NCVkVZc1kxNnpibV94QTNPbURPaU5sWkhNSXVSU0JLeDUwQnRzT0g1N0h0OFNIRjlwMFpGamcyZlBRMUNmMURsWVIySTNmN3lfMDR1S0FlV3FsaUlJQkNxZ3NKcmFiM3lQNXpBYXN1TnpQM0xIWHJOcE0wV0ZUREZvdDh2ZlVkSkdMY0UzOF9pTnc?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T17:52:09', 'WIPRO', 'Wipro results date and time: Q1 quarterly earnings schedule | FY 2025-2026  ET Now', 'https://news.google.com/rss/articles/CBMiwAFBVV95cUxPNUZvdUZCR19GY1pnclU5bXhXbW04Tk1FM0FGTktGM2QxWklxUUhOb2dGUU1rYmJHZFZ2cS1tSlRBa01NM0drTm1BTE9YczlHeU51enItSzkxYkxNQVRoa3NzYlVRRUlGbkJEQjFtV3pSSTFOZWVDUU9rcFBHRGdHSWtGRVc4T240dW1NSUs1SDN2QmEtRF9QN2NkN2FZRW1JbUVuSTM5VkR1SVpqcUVvREYxYTF2V1VWand5eU5GVXnSAcYBQVVfeXFMTXhtanZHYlpPZUw4Sm1KSEs4RW9oZGt5Tl9PaFlpcElFWndleEZ0N3F2MGUwcU41ZXpuX2ZqOW94Q1JkZGQ3VTNJNEZ6N0dfUl9pLVBBZk9jWWttVEtjOTZGb2lNOTRab2xIRGxyY1RZTDAtR2VKZ1h0RkQ3Ukh5M1VMbXZXVmdRenlOdUdpX194QjNRcThDcHVXUS15TjJScVdfRUxvZ3JqS2QtNG5nQ3k4enNCY1Q0dFlZYnpGaWlqY3RZeEh3?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T17:52:26', 'MARUTI', 'Maruti Suzuki Ertiga & Baleno now get 6 airbags as standard  Team-BHP', 'https://news.google.com/rss/articles/CBMijAFBVV95cUxQd0xCdjJIS0c1VTVreDg2NXM2VkNHeEpRNFcxN29kSF9XaVd6V1RKbkt4NEl3NzdFVWhsc0VlbDVxdDllSEt5WURTWkZ4OXREdHFvRXJuOF94eEQwaFhVeHJFanZLejJZQVNyUkZNYTdBaXFPcjFOUzYyQUNKZDRlUU1RWmdrQ3NzTjVZS9IBkgFBVV95cUxNTTl0WDdoYjlrUmZaWUVSanowVFRBalVHYkJCTm81aDk3YkZmQ2wwWmN6bVlUZ0VqS096VjAtVzVxT2JOOVhVR2JsVk9CQm9NRFVCc1JWMGQxVDloWUJNZ19kU3dieXgyTFFyNEd1ZW5uRXhqUXVKMUQ5NEF5VXRQMjJ1QXExMDhyVENqWjAxSDFWQQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T17:55:00', 'M&M', 'Gov. Hobbs announces erasure of $429M in medical debt for thousands of Arizonans  AZFamily', 'https://news.google.com/rss/articles/CBMipAFBVV95cUxNZ1NXN2I2OVNHVmpkUGhfN0I5aXdibnBhdzZpTndQcjdERTZuRS1CQWR4UnEwQzJ3WF8zVnRzN3dYemo4UjNPTVM0WlFtZzBfUUVoNHpRaFdxbC1TMzJWQUIzbkdWY1g5aGszRVNzNDFwalplNG1aeVkydkEyZm90Z3VKSnNMV2M4MURqUEpyQ2NRaUlaMldTaktRY0VrVEhOWUFSddIBuAFBVV95cUxQTkJGbGUzM2MwbElIblBYbGNrNGJ3RjlJeXh1cjNZRHFLdHlpT0dKYmdtTHhTSGhWVm5pX21zdkdVRWVJNXdWcy0zamN3VWtjajl3XzVfSElDbHFLU1o5a3lvWTVLOG9vYTlDdGhQWnZYZEtYSWlUU1kxSWlWWDU4WmFLVWcxSDliZ256TGhsSkFGVHJzRi16Yi0xU3M5azJhWjk1ak8zb01DR0tOQzhGZkR0S2phZkFn?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T17:58:30', 'RELIANCE', 'Bad news for Amazon, Flipkart, good news for Mukesh Ambani as...., what is the Jio and Reliance connection?  India.Com', 'https://news.google.com/rss/articles/CBMi6AFBVV95cUxONkZScW9ZMXhfWXFtbUJLcHNWS3RUUzJvTVlHUUNOazJ5UmFyejctYkdacEF3TFN0WHVrMXJoalZTc3MyWUJtbHNmUXBVWWRRS2kteDJKeTNrMXhaaVkxOHdiZVR5QXJRNERnb1RMZmhtOERNXzFUdFlQX01lUVBndUxJemtiSVY1WUtZRlFWa1k0OTZLR3pmT21rSjg1LVp4TjFFM09PTnl2MU9mdlhKOHhHMGVhSDhVcXJFX3NzWEMzenFrcGJ1S3pMOVdEd1JoemptYXBQTERqUDA3aTh6QnhEdVlFcWJf0gHuAUFVX3lxTE8zVUhrZ3R2MldEcm5VMVFzM2RUV2RORW1hZWRLVjRIVjFQXy1YbjRFWUsxS0xwLWZMYWhMT1NWYlRsLVp1VEpYbkdhX2hsRl8wUHMzSHBhb1hDRGdsQk1ZS3lCT2FteDVMN0duMnFGUHJrQjg5WTFqSHBLeVVCdk1GcER0a2lDbFNFSzNBMmdyUndQUWtoUzEyUXM3ZzRjRGpmRV8yQUFUWFpxaHEteERWQU5ySzBkS08wR2VFakpEZTZrS0p2SDJlVWxlU1hVeGFIUnJ1eGw2aXhvYW42QWVXN3NrOEF5Mm9FNlR4MHc?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T18:00:00', 'M&M', "Largest Mars rock found on Earth sees $4.3M bid at Sotheby's auction  ABC News - Breaking News, Latest News and Videos", 'https://news.google.com/rss/articles/CBMilwFBVV95cUxObjBuX3lKbkpZa2g0bHJFcTFqUzVsQ0NyX25UU1kyMTFka3NXNjV6c1c1UXR0NWdmRFJUdUllV3dwN3dEbXE0RlVTdmVZb2ZXZnhzUVkyRGM5REoyLU9HLWxQTDE1Y1pCVFFDSzZRTHNWSDdzN2lqY2pTTHpfZVFOaWZ4cEFJLUU5ZVNUZkMycU5xZVpfelNN0gGcAUFVX3lxTE4zVFh4MERRZVE3dmtoOXpHUzU0b2sxeU9Ub2l3d0hVQndKOW8tQTkyamJPeWZoc2hHbnd2bkdYNTVhejVCVlVOVFVuY0ZSS2xSaDAtNC1UZ1l1c2hKb3ctUzlDMjNLMjJzdmo4QzJaazVNS3JjOXVzcEtKSTd5S3c5ZU56enV4TzVpMXpUZTQ5TkdraFNpY1ZlT2F5TQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T18:10:09', 'SBI', 'SBI eyes ₹25,000 crore via record QIP, sets floor at 2.5% discount  Business Standard', 'https://news.google.com/rss/articles/CBMiygFBVV95cUxNNkRDRDFJdEs3RjlrZXRpbU1qS1NlVE1aU2xQbkVUS0ZRdjZHd2FuZFhvR2VwclF1OHNDa0RTYzk0LUZjalFrZ19JQzE0NkZiT181Uy1qNFI0RG81YXBuQjlsS0ZROTRpdVl3a19fQjd3M2tWVlRCekZwVnJkcUgzeUxTZHBUTXlUVHJIZFNLeE5wd0h1QW9wdjU5RzJVNWIyNTRyeE1Kc3lLN3FMYUdBTWZTZVhyaXV0QVhvT3RMQXgyc1oydVZqSzhR0gHPAUFVX3lxTE1xek9OYU4yTmlmWEFMVk9NTHVKX25SZ0Q2SFVhSWVFYXA0Uk9oRUJER2FRR2FIbjVyVEFKaVdIRGZUMFhRanJOV201ZU5Ed0JDSmFqc05lR09HbU8tUGlzbW8yN0x0Vzg4MjBEV29GaG5NZktLSUx4dFloNVF4R2NzNFAyRU1qTjc2UVJpLVZVQjYyNXBaUWxPdFdBa1dXM2xLeUFrZlZsODVja2UzRkdNU1NoaWZXRklxRmVBYUhPRklWa0I0SGVmVEZWejhUUQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T18:14:00', 'M&M', '16 indicted for $2.6M money order scam at various NE Ohio Walmart stores  Cleveland 19 News', 'https://news.google.com/rss/articles/CBMipgFBVV95cUxNaXBKNDh2Y25zQ2Q2dWJ0RFdNM21HNnREcUtXZ240VDNJYURXOFU4ZjhyaHBQazNPeVVjQUNTWUFpeGNIbG9hSmtyQ0R1NG9aajdGNEl4Q3ZxdFM2V0RxVXRseGEzWXJPVURLTkM2RE51c2hGbHdOQ2JmSnpjX1JwMFlycnJKdWNIZFlHcFJVQkgyem9zTThrTUtJT184VGVGTkUwYlFn?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T18:14:17', 'TCS', 'TCS announces 100% variable pay for majority of employees in Q1FY26  CNBC TV18', 'https://news.google.com/rss/articles/CBMiogFBVV95cUxNUVk3T2dQZlVrZG9CT2NRb3pCTUxrU3BpNmJFN01ubmxBNWdjVUhQN2xGMW9FM2tNYVBOLXdqZGtMbm0zc1JSNENQUmRnUllYVzA2THdpZjhBbGVwOW52dDdBYmFDS0NWN00zRmdITDZnTmwtU0prRm9fcFFIQ2dEYVQ1RExZRmxpMW0xSmRJbEVPM3hPMjJJMkdLRlBndmMza1HSAacBQVVfeXFMT0Z3OGRuOUplNjZ3eFY5R2hCeXF6QWZaVlBqdG15c0dFYy1SNlpVdTd6T2dHTWpNSzF4QWJ0bGxrOTFHX0tuY3BsbzZtX05BVFFtSjNLcllqeUZ3b3A0dHJoZl9QN2tBQUl0a3cwNVkxLUNEeC1NQmdERi01WXdTYWdFdjZ6Z05mQ0JBNlJma25OVFVMZW4wYXhCTEdyLWZpcFZoLTBjeDQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T18:16:59', 'SBI', 'State Bank Of India – World’s Best Consumer Bank For 2025  Global Finance Magazine', 'https://news.google.com/rss/articles/CBMiogFBVV95cUxPUTE1Rk1UUjNYWWU1b1ZUakN0OWFJZVBlbzZsZDJqX0E1eXppRDRacFNOUjRkTXNtejZBdmJRdkpQbXNVUnQtT1BQVlh3T21LakFYYndVSF9hTjNCM05SMU1VQ0tyMVBnVWw4eHFlTDlWNnJIVFJ4cXJJNXV3MTN1cEhWTTUyQVlZQkFVX01QLWxhSVNsM1BJR1BfR3JEX25rQmc?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T18:18:47', 'HDFCBANK', 'HDFC Bank to Review Financial Results and Dividend Proposals in Upcoming Board Meeting  TipRanks', 'https://news.google.com/rss/articles/CBMi1AFBVV95cUxQdlBCVzJsZWpKa29NOGZZVThLT1gzODRRTWhtd20yY25haWxoM2Jfbm1lYkR2dWpvLVhadXBxLXVkNXN5R3FqVWpCbHhHMWw5Ri1HdEFNaGRiNk44QlNBUHZ6UkVmdV9CT2lSWWNfa0ozMUtWUVBkaG85bHZNUUxQd1l1U3A1T290Si1qZFh6VzRTcWpGeVNHZVVMMXRhb1VCSVNLcmQ3VTlNNHEycnkwSENHVE1veUI3RzJvZ1pyQnBJQmtJcE9Gcm1LMDVQN3hQM3lLRw?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T18:20:09', 'RELIANCE', 'Jio likely to see 2.5-3.4% revenue growth in Q1  financialexpress.com', 'https://news.google.com/rss/articles/CBMiqAFBVV95cUxQVk14YkRrN3NwZzRwT1UyZHVIYkVwNE1oVVJsLUp6Wi1ZZ19qT0pWUlM1V2l5VEdBYmxhaG5jdnJ2ZzBNak9ET0xubnkyckdpQlRaSmswQ3FJc1Q4cGppd2RFbkYtMzFtbUpZWU1ZNEptNnF6ZmlOREU2X2RrRGgxS2RFajgxZWR0bTQ3N21jeWV6VlRkd0Uycl9RNDB1V01ndlpnR1FFMnc?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T18:20:13', 'POWERGRID', 'Baghdad Boils as Power Grid Collapses Amid Heatwave  kurdistan24.net', 'https://news.google.com/rss/articles/CBMimwFBVV95cUxQa1BGd3NxVFZCRWJEelYwZmRabjh0VDZnWU1lemg2X2lnZTMtVE5Zd3dBOU5GRENRdFFYUlFNWDVDZUFNVlhyamFmTFZLTXcwUElYcnVxX2pnc0E3X0FEZnV6Z1BoN2c2RGRjd19wcmFmY1NrMWkwN3c2TVZtd3JocmIyTUs0QUZxTFFib3htS3hmTVJMVnQ4Y3BQYw?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T18:21:19', 'SBI', 'SBI Launches Rs 25000 Crore Share Via QIP  Deccan Chronicle', 'https://news.google.com/rss/articles/CBMilAFBVV95cUxNdmY5ZFRtWlFvYVQ1RHkwcmVqeUR6N1FKV1RRYmVTUW1aRnV3N1FPMjhJRGw2SGZ0Z1BIeU15WnVpcVBIZGtXVnlWQVV4TjNFTmttbFJRUU5hUThaZkdmdjdkT1c2Z3JCc255R18tZUhDZUZFZ3UxTkRBcWtBUWYxTE5XS2ZhemdtUDY5R1BUTmJ5Nk5O0gGaAUFVX3lxTE53SGV5bXVjVTZHZmxNeVZXZllLZ3RZcHRkQkEzemhZTmxIQmVUcG81WHc2TkRDZWhwNXUxZFFJMUpCVGZwaDFsVmJsRnlYMVZQQmhJaWNBTzZ0emRlcnhubFpfdUlCMWZvTlI3QjdfLThDLVdVUEV1U1M0dzVzUEtBdmZvZ3NnZ1Z3QkdoYkgzNFVka3ZrYW9rSXc?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T18:24:00', 'INFY', '(INFY) On The My Stocks Page  news.stocktradersdaily.com', 'https://news.google.com/rss/articles/CBMiogFBVV95cUxPS1g2Y2drRUtBcmM1cGJOd0FEMEt3WjZKNk1Yb1lDVU1lVmFwdWgxUjdRM3pfX2RVb2RJdUg3bUM5RXVGamRLSEMyeFJEeE5JZE9UektiZXhfY3k5cW4wX3UxR3Y0aVEtUzhVaTlkZGlyUWlLNDdLSDhBZXNmWnQ1cEdFOGVuNnVWYkZQMmdvOGdqVl90Nk5hSG9JS3ROYmxHMnc?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T18:29:24', 'TECHM', 'TechM profit down 2% in Q1; misses estimates  financialexpress.com', 'https://news.google.com/rss/articles/CBMipAFBVV95cUxNa2RhOHNXbXRSY3VvWTlTS2JIZ2dPNHREeDJuQVVWNlRzZ01fVzVnLVBCdDVUN1NSeGp6VkhFWV9DNmxKM3U3Y2RocllTSVpNMjVnWm51VlRZNHRGazQ0MkZINmt4LVllRkdkSnM1end1Z1V2NmJnQ2FiYm9ETnFZR2dUdmpXNUJyNlNfOEE2ZWQzeDVUNGd5aGpBaHdIbC14Z2Rwbg?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T18:32:00', 'LT', 'Lt. Governor to hold Calhoun mobile office hours July 25  The Rome News-Tribune', 'https://news.google.com/rss/articles/CBMi-wFBVV95cUxPZXRIaVdMcEhvOGdFVS1ieENONHlQYWc3ZTJTdFllSkVWRHhGRnM1WXJTNENzb05yeXAyR2lpSEFONXV2MzFJOUpUcnJ5Y2RyR19NTjBmLUtIajBjaGVtR2NrdnVuMVBaeGVfTW5HR01EczVldWEzSTVrd3FFMDFuekFqbVpzY3JEMjV6R3hyRmRkRGpDczRKOENWVnQ0andhekM0Rk1TYlJIQWg5Tmt2MU9PZ3gzY0ctNEZOUzkteEI5ZWhfUnk5SkxZai01Vy13NkVvWFhnSjJ6S0VmQkNQZmJkQ25lTHA1eUVkWC1UUDR4QVlEQnVlTG9VQQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T18:35:00', 'LT', 'State reps counter Lt. Gov. candidate’s claim that ethics led Illinois energy legislation  The Center Square', 'https://news.google.com/rss/articles/CBMilAFBVV95cUxQTGZaeWdTVmVEQWpHX2c5YUU2WUlHempaX0FHTlBpb2dULURiX2ozUGlXUmd1bEpnYXBTcUpNeFFmeVNCRmtjSEVZLVBOZGJlOGI4bjhURy05LW5EODVTRDRicndKRmo0WGYyTkdZNFo3cHczWWhjbUZENEpKOVRSWDZ3Tmx5VTFOa00xQndiX3pOM1VM0gGaAUFVX3lxTFBWaWpXSWlnSDd0VnVGMTVVVEdFUl9QOWR1OFcxSHpxNEdRSW5yWWNuUm1RQVJnZkVCNmhRVVBPa09vd1hwb3g2YVJ1b2FzNzJ2Tm51cGxpOU13OGo1R0xhZjhUcDE3ajd1dXFPelM2c3dXbGt0d2d4UGgzNGpuTkxLTjBPS0pXWnNBQ29HQ25vbDdDaDNfNmRpZnc?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T18:35:00', 'TECHM', 'TechM revenue drops 1% YoY in June quarter  The Times of India', 'https://news.google.com/rss/articles/CBMiugFBVV95cUxNRVI3LTlhSVVPMlZqM0liT0JDbFYtd2ZuclU3N2pPVU1wd3BPaWpKY3BoWFlLV3NFLTR4UVVsRVBMdlBjWTBWWXo5OHpvMmNhMmpGSjBIREFLYkhsV3A2cUxGazAtaTE1OEI2LVJYdDJ3bWRJZGtQUmM3cmc3ZG94QnNndkFUem5rSE12d1NIU1BlcE1SWHViYl8wbGttZzZTcU12NUlHaXpYZkloOHJsMWFMNVE2Y3BWeFHSAb8BQVVfeXFMTUpjQXplTlVSUjhpSHlDWnRBQU51ajcyZXc4SnFkdFVNXzJGd1hKZ3U2Vy1Gc3czWXFJRnItbk1WblIyQk1fVEg0N1daWC1JX3FUZlZlZlNHUGhrZFk0Z2hkZTVCd3dBZDRCMXAyQWpYYUZkLWgyZW02b3FzdExhUUZPUjJxRXRLTDRfUmRrQXh0QkZkOUpjRzRCZVJDbWxicWVqSDNHT3lHNkJna05IZlpHLWFQdWEwTEpoMDlyUjQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T18:41:00', 'WIPRO', 'Delhi High Court orders Wipro to pay Rs 2 lakh to employee for defamatory remarks in relieving letter  The Times of India', 'https://news.google.com/rss/articles/CBMiigJBVV95cUxQdUNoUExMdTZLLVhXTExqcGdlRVRMQzRya1FRUXIzSkpBOF8zdkZMYnZBRGxWZGhlQWJMeDZxbmZHdVpGU1RLbVpXdnZnMllmRzlaNjNqM0c0M0hvaGdlaHlUZW9FY2xSY0pKRkhyWTBVeWRlSzZnczJHS1FhRExfQ0R0R1JIa3F2OC1BbmNvbjVkdDIwbUpyLWxHVl9QRkJSdm92alktWVB1eWJiX1dwVHJpbklKV2ZEd0dVbFVuWHQ0UEpWZm5qLUFOanpLNGVQOThxTl83TVBOZU5XTUVNRTVJRHhCSGdEUjVSVDhfXzFVSmtVUWRtZzlicUgyYzlWX0R1TVFTU3hOZ9IBjwJBVV95cUxOVkNLUmw5OW1MZU52ZUE2YWFwMUxsNU9XTFNUZS00Zk1fMkNnd2pfcHZyVnZhRk1rSXl3elNydVBsdXh5b2dtXzFTTHdzT2tDYkVYUEJULU1EcnRqR3d2Zl9xUVBNclZJMVZjZjQ0dVAzSzFWWHpfZGFhM0xzb01jbGpNRlJ0V0RDTXFOME1LRndpbkpGZHoxcHE3NmFzWk5qbEttTHJIZ3pMamVsUEFyR0FWRzFWMHlOSlplU3hCelc2REdKQTU3Nmt2eklhcnJndVNwLTlaSkhvRG5VY0YzMFhmYTRVLWVfR29mTzdNOU1Kc2tRX1BjTVJvcTI4NlJJVm5NbW1XQzZ4eWJfMkhn?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T18:55:26', 'LT', '2026 NFL Draft Summer Scouting Report: LT Overton, Edge, Alabama  Buccaneers Wire', 'https://news.google.com/rss/articles/CBMi2wFBVV95cUxQb2FuZFdoR3g2UTloc1h3Q3NHUHJteUo3Z0xVTl9POUFDV0E4blpRb05jd09QY1RqRHdIWjhkbkRJTURhVGVYek1oUHlob3M1Z0p1U1RJTWhsOWxoLTg5MEF0RTY0UklmQm1MVlFyYUViTDdKcUhEb0Y0b1F5ZlhBTGQyb0J0dUxwUXdWYmk2VHVhUUpHcmdZekNwWW94aU42anpBMjJJRnIyX3hxNUZYY3BsazZiVDNyZDNoZVBLcnBwaUNqVlA3RExjNmtvZ3ItOHllTEpHSnVzdlE?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T18:56:57', 'RELIANCE', 'Canada moving from reliance to resilience amid new steel tariffs, says premier  Latest news from Azerbaijan', 'https://news.google.com/rss/articles/CBMinwFBVV95cUxNWXhBbXItX3Nra2VqRTJVYTJHX195SEsyV2hjLS1uTUNGNU5qbVAzX1FaOHl4WEFCU0E3WHJ1THlRUk9zbEVNcDRkQkpsM1d6ZXNrbVI0Yy1LMm85N3BUSUpnS3JTNGlfLUVsWFZCUXliYllTOXNfWVNXX3NlWHJXZHN5ZXVaUUo0eExrN1VZMWU1a1RhclhZdEN2RGl0cGc?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T19:00:01', 'TITAN', 'Dan Moore Could Make or Break Titans  Sports Illustrated', 'https://news.google.com/rss/articles/CBMihAFBVV95cUxPSUt3M1A0Ym5VLW9HSEJpaU5ObFBrek10YThfQlVQbGR6cXYwcEREWnRmUDNRb3dUQXhCVjFHTnYtR3pqMmdTa3ZtWTA1akJpaEg4YVZqV1BTaUVHVUsyd3h2cV9pYVhEcmhHcnVrcjQ5MHNSM0FORjRxeURQbVg4LVIzNTM?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T19:10:41', 'M&M', 'Super PAC backing Bill Cassidy to reveal $2.5M haul  Politico', 'https://news.google.com/rss/articles/CBMiowFBVV95cUxQQk1hcmIySWtNakJ3MnZaTXpEMXJBQ0JuT2lhLXdHblYxaVZITnlLOGNFeDIyXzNrLWVjYmlQSW04ZGdNU3RzUDcxUkhqY1hnZm1JME5PdmFJR1lwRjF3cGxuVmp1LUFORnlfaGZ6Y3hlWUtiOTR6VFZhZU5hLThMdjJmTi15VzYtRTVxTkVxSmhFYmdMREZDNGJzVW5XUVBQRWs0?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T19:26:31', 'HDFCBANK', "HDFC Bank chief Sashidhar Jagdishan is India's best-paid banker of FY25  The Economic Times", 'https://news.google.com/rss/articles/CBMi7gFBVV95cUxNaGdyV0lrbldXUTBJYlFyVHhYTC1xNHYzcFdfMm1URFA0R0U5ZDMweVhTWWZ1OVFlTEw3ekY2T1JCOE9KakdlZUFMUjdkV2REamV2cnI0MVcxQ1hZc3N6SE1wR0pUZ3NTQ1JDNThCalBrQnRXaWVRRTFkUEZ4czBXSkRaM0FpM1MzS2pDYkREZEd0TW9pVU5fUUJMMGktTlJwcGlaNFJyWU5NUXotLXh4aURGOWFDNjlSbEE2cUpLWWhxbGxxU3JzaVVUMGtkVkZvN19ZeS12RlEwcHdlend4SlN0MC14VHp4ZEhOMmNR0gHzAUFVX3lxTE10T3R0OG0ySDcydDdzVnhtaTJWTTJPWEV4TVE4NjluOURFaG5pUkJBZUR6MnFxMEZfNTR1Y0pTb2I3bXNkbkktY0ZtdkVNWk93TTRGcXhCelVUOUVGZVBwQ2xpMXdXam5zUUlCcEpLcmRBQjRXUlVQYzFVandZVzI1OS1CdGFuM0pac20wNUpkWE84a1NCWDgzTmp1bVZTOVBCVnZjcFplMVNncFZYdEVWN1pkRTVOMXZLbkN3TkdFdklMNXcwUmdaWEZPUi0tY0hjclE5eVFTU1NOTHlOVElWTC0wYlpVS1VoSzUwTWt6ZjZYdw?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
